headline,content,url,category
Arabia Saudyjska  osob zginelo w ataku napastnikow podczas Aszury,piec osoba zginac dziewiec zostac ranny wczoraj wieczor atak napastnik zamieszkany glownie szyit region wschod arabia saudyjski incydent dojsc dzien szyickiy swieto aszura aresztowac szesc podejrzany strzelanina miec miejsce tuz polnocna wies aldalwa guberni alahsa prowincja wschodni aszszarkijja poinformowac lokalny policja informacja mieszkaniec jaki zamiescic media spolecznosciowy wynikac wierny zaatakowac gdy wychodzic miejsce kult religijny odbywac obchod swieto aszura wiadomo raz dopuscic atak wedlug policja grupa uzbroic napastnik przyjechac samochod pod meczet otworzyc ogien tlum ministerstwo sprawa wewnetrzny poinformowac wtorek zwiazek atak aresztowac szesc podejrzany zatrzymanie dokonac region alahsa stoleczny rijadza aszura obchodzic dzien miesiac muharram czyli pierwszy miesiac kalendarz muzulmanskiy ten dzien rok bitwa pod karbala srodkowy irak wojsko kalifa jazid dynastia umajjad zginac wnuk Mahomet husajn Ibn ac czczic szyit jako trzeci imac duchowy protoplasta wydarzenie ten przypieczetowac rozlam miedzy szyit sunnita aszura duzy swieto rok szyit ktory stanowic procent muzulman swiat mieszkac glownie iraku iranie bahrajnie,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/arabia-saudyjska-5-osob-zginelo-w-ataku,60,0,1651772.html",militaria
Ukraincy robia uzytek z dawnej polskiej broni Niszcza samoloty,Polska przekazac ukraic system obrona ziemiapowietrze newac sc ktory nasz armia przestarzaly ukrainca pomagac niszczec rosyjski lotnictwo polski jeden pa,"https://geekweek.interia.pl/militaria/news-ukraincy-robia-uzytek-z-dawnej-polskiej-broni-niszcza-samolo,nId,7286849",militaria
Wojna w Afganistanie  ofiar ostrzelania uczestnikow wesela rakietami,masakrya dojsc prowincja helmand poludnie afganistan ofiara przed wszystko kobieta dziecko tragedia dojsc prowincja helmand poludnie afganistan poinformowac zastepca prowincjonaln komendant policja bacz gull wedlug wczoraj wieczor wystrzelc prawdopodobnie wojsko rakieta eksplodowac dom okreg sangin gosc weselny oczekiwac przyjazd panna mlody policja prowadzic dochodzenie by ustalic pobliski placowka wojskowy byc zaangazowac walka taliba tez rakieta odpalic samowolnie gull dodac ostrzale poza zabitymi zostac ranny inny osoba okreg sangin ktory lezec bedacej region produkcja opium dolina rzeka helmand byc ubiegly polroczy scena walka afganski sila rzadowy taliba milowy krok ustalic prawda prawdopodobny ogromny zlodziejstwa sam serce rzad pis napisac szef mswiac Tomasz Siemoniak minister sam odniesc zatrzymanie Pawel szopa tworca red is bad dominikanie ostatni weekend pazdziernik lotnisko chopin ruszac zimowy siatka polaczenie tegoroczny ofert znalezc mina bezposredni lota warszawa innsbrucko ktory byc realizowac pazdziernik poinformowac port komunikat kwiecien pisac byc lam wykres tydzien nowy rekorda cena zloto trend wzrostowy,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/wojna-w-afganistanie-28-ofiar-ostrzelania,107,0,1686123.html",militaria
Azyl dla Snowdena Moskiewskie zycie bylego wspolpracownika CIA,snowden tesknic stan Rosja nowy znajomy mowic adwokat edward snowden byly pracownik amerykanski c dostac rosja karta pobyt wazny rok obecny status pozwalac swobodnie poruszac rosja wyjezdzac granica adwokat anatolij kuczerenie powiedziec rzadowy rossijskajej gaziec snowden znalezc praca konsultant kompania zajmowac technologiami informacyjny czyli pracowac swoj zawod jednak twierdzic praca zwiazac sluzba specjalny adwokat ktory pomagac bylemu pracownik c to ujawnic tysiac poufny tajny amerykanski dokument poinformowac snowden zyc wynajety mieszkanie poruszac moskwa rowniez metr bywac sklep zachowywac srodki ostroznosc przyznac tez snowden tesknic usa snowden bozy narodzenie nowy rok spedzic miedzy inny moskwa    powstac krag znajomych ktory czuc komfortowo    powiedziec rosyjski prawnik milowy krok ustalic prawda prawdopodobny ogromny zlodziejstwa sam serce rzad pis napisac szef mswiac Tomasz Siemoniak minister sam odniesc zatrzymanie Pawel szopa tworca red is bad dominikanie ostatni weekend pazdziernik lotnisko chopin ruszac zimowy siatka polaczenie,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/azyl-dla-snowdena-moskiewskie-zycie-bylego,231,0,1682151.html",militaria
Burkina Faso Prezydent oglosil stan wyjatkowy i rozwiazal rzad,rano kilkusetosobowy tlum wtargnac gmach parlament demoluc podpalac czesc decyzja prezydent blaisea compaore zdj umozliwic wyjsc kryzys jaki pograzyc kraj gdy rzad zaproponowac zmiana prawie umozliwiac reelekcja glowa panstwo oglaszac stan wyjatkowy terytorium caly kraj naczelny dowodca sila zbrojny odpowiadac wdrozyc ten decyzja ktory wchodzic zycie    glosic prezydencki oswiadczenie ktory odczytac radio compaore poinformowac rozwiazac rzad skutek natychmiastowy zaapelowac tez lider ugrupowanie opozycyjny zakonczenie protest zobowiazac szybki rozpoczac rozmowa wszystek strona cel zakonczyc kryzys powod obecny kryzys protest najpowazniejszy wielki fala zamieszek rok projekt nowela konstytucja ktory zniosc by limit prezydencki kadencja dzieki to compaore ktory rzadzic kraj pucz sprzed rok przyszly rok moc by ubiegac kolejny kadencja wczesnie czwartek deputowac miec glosowac nad projekt jednak zanim jeszcze wiekszosc deputowany przybyc parlament kilkusetosobowy tlum wtargnac gmach demoluc podpalajac czesc protestuc zaatakowac tez budynek panstwowy telewizja ktory zwiazek niepokoj przerwac nadawanie wagadugu zginac malo osoba cialo znalezc niedaleko miejsce zamieszkanie brat prezydent francois,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/burkina-faso-prezydent-oglosil-stan,16,0,1649424.html",militaria
imigracja jest dla Wielkiej Brytanii korzystna,przybywac dowod imigracja wielki brytania korzystny mimo kolejny sondaza wiekszosc spoleczenstwo wskazywac ten kwestia jako glowny powod niepokoj imigracyjny debata wielki brytania przeinaczac mglisty obietnica polityk zly rozwiazanie trzeba przywrocic rozsadek pozbyc zludzenie wyjsc UE rozwiazac problem ten kraj imigracja pisac financial timesa przybywac dowod imigracja wielki brytania korzystny mimo kolejny sondaza wiekszosc spoleczenstwo wskazywac ten kwestia jako glowny powod niepokoj grupa zaniepokojony zwolennik eurosceptyczny antyimigracyjny partia ukip ktory rosnac szybko notowania grozic wywrocenie obecny scena polityczny gora noga odpowiedz premier daid camerona domagac ograniczyc unijny swoboda przemieszczac ludnosc zdanie ft taki strategia polityczny skazac niepowodzeni atakowac jeden elementarny zasada UE ktory mozna porzucic tylko by zapobiec odejsc jeden agresywny panstwo camerona racja ignorowac zwiazac imigracja obawa brytyjczyk podkreslac dziennik komentarze redakcyjc imigracja duzy skala zmieniac struktura gospodarka stanowic obciazenie usluga publiczny zmieniac charakter kraj    dodawac temat,"https://www.money.pl/gospodarka/unia-europejska/wiadomosci/artykul/imigracja-jest-dla-wielkiej-brytanii,108,0,1653356.html",militaria
Walka z terroryzmem Prasa za zaostrzeniem prawa,sofia przybywac brytyjski minister sprawa zagraniczny philip hammond sekretarz stan usa john kerry sekretarz generalny nato jens stoltenberg bulgaria powinien zaostrzyc przepis antyterrorystyczny zeby powstrzymac naplyw dzihadysta unia europejski bliski wschod pisac srodowy dziennik segac dodawac presja sofia ten sprawa nasilic zamach francuski tygodnik charlie hebdo ten kwestia byc poswiecic wizyta polityk wysoki szczebel bliski dzien sofia przybywac brytyjski minister sprawa zagraniczny philip hammond sekretarz stan usa john kerry sekretarz generalny nato jens stoltenberg wedlug dziennik rozmowa bulgarski wladza byc koncentrowac umocnienie zewnetrzc granica UE ktory wschod przenikac radykalny element zachod chetny udajacy osrodek radykalny islam problem zaognic wraz zatrzyman granica bulgarskoturecki obywatel francja zwiazac sprawc zamach charlie hebdo podrozowac syria wedlug dyrektor panstwowy agencja bezpieczenstwo narodowy dans wladimira pisanczewac obecnie bulgaria brakowac ustawa ktory pozwalac by zatrzymywac radykalny islamist udac granica by walczyc szereg dzihadystyczny organizacja panstwo islamski jednoczesnie rezolucja rada bezpieczenstwo onz wymagac by czlowiek ktory wiadomo chciec przylaczyc organizacja terrorystyczny,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/walka-z-terroryzmem-prasa-za-zaostrzeniem,90,0,1692762.html",militaria
Ukraina bedzie miala nowy Kodeks pracy Sa kontrowersje Interweniowal szef polskiej Solidarnosci,ukrainski parlament pracowac nad nowy prawo ustawa praca zastapic dotychczasowy kodeks praca ktory pochodzic jeszcze czas ukraina byc sowiecki republika liberalny wzorowac zachodni przepis niepokoja jednak ukrainski zwiazek zawodowy twierdzic ustawa radykalnie ograniczac prawo pracowniczy ochrona zwolnieni rzad odpowiadac kodeks byc przestarzaly trzeba unowoczesnic ukrainski wladza planowac pozegnac stary norma praca archaiczny obowiazowac rok ukraic kodeks praca zlepek sowiecki postsowiecki przepis norma ktory nijak rynkowy rzeczywistosc przekonywac ukrainski wladza rzad miejsce proponowac nowy zwiezly kodeks ktory tylko dziewiec dzial artykul wiele nowy przepis wzorowany zachodni rozwiazanei dalsza czesc artykul pod material wideo najwiecej kontrowersja wzbudzac zalegalizowac ukraina tak zwany umowa zerogodzinowy wygodny pracodawca elastyczny forma zatrudnienie ktory pracownik zagwarantowany praca pracowac tylko praca tylko przepracowac godzina dostawac wynagrodzenie zgodnie nowy przepis proponowac pracodawca ktory zdecydowac skorzystac opcja umowa zerogodzinowy moc wzywac praca pracownik wola chociaz umowa musiec okreslac sposob minimalny,https://www.money.pl/gospodarka/ukraina-bedzie-miala-nowy-kodeks-pracy-sa-kontrowersje-interweniowal-szef-polskiej-solidarnosci-6807353591851520a.html,militaria
Ewa Kopacz o wynikach wyborow na Ukrainie,byc szybko utworzyc rzad szansa szybki reforma ktory zapowiadac prezydent poroszenko wynik wybory parlamentarny ukraina swiadczyc wygrac sila proeuropejski prorozwojowy powiedziec premier    ten wynik wybory byc szybko utworzyc rzad szansa szybki reforma ktory zapowiadac prezydent poroszenko    powiedziec Ewa kopacz konferencja prasowy olsztynek wojewodztwo warminskomazurski odpowiedz pytanie komentarz wynik wczorajszych wybory ukraina podkreslac prezydent ukraina petro poroszenko widziec potrzeba taki reforma mowic minuta podczas niedawny spotkanie mediolanie podczas szczyt as    dzieki taki wladza udac stworzyc rzad reforma ukraina byc pewno przyspieszac    dodac szefowa polski rzad przedterminowych wybory ukraina zwyciezyc ugrupowanie prozachodnia podliczec ckw kijowa ponad procent protokol komisja wyborczy front ludowa obecny premier arsenij jaceniuka procent glos utrzymywac niewielki przewaga nad blok petra poroszenka poparcie wynoszacy procent samopomoc zdobyc dotychczas procent glos wywodzacy partia region blok opozycyjny procent populistyczna radykalny partia procent zas batkiwszczyna    procent zgodnie,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/ewa-kopacz-o-wynikach-wyborow-na-ukrainie,208,0,1647056.html",militaria
Tysiace dronow na jednego zolnierza Chiny szokuja swiat,chinski armia ludowowyzwolenczac kolejny raz pokazac film zaledwie chwila siebie poradzic zolnierz sprzet wojskowy wrogi armia zapowiedz wladza przerazac wedlu,"https://geekweek.interia.pl/militaria/news-tysiace-dronow-na-jednego-zolnierza-chiny-szokuja-swiat,nId,7729199",militaria
Panstwo Islamskie przedstawia nowe nagranie z Japonskimi zakladnikami,dzihadysc dawac godzina przekazac okup dzihadysc dawac godzina przekazac okup wysokosc milion dolar poinformowac opublikowanym nagranie wideo material zamiescic strona internetowy powiazany is nagranie widac dwa zakladnik ktory dzihadysc identyfikowac jako obywatel japonii kenji gato jogo harun yukawa ten pora wladza tokio skomentowac ten informacja narrator film mowic wyrazny brytyjski akcent podobny ten ktory relacjonowac dzialanie is inny material propagandowy ugrupowanie mezczyzna podkreslac japonczyk uprowadzic wzglad wspierac dzialanie zachod wymierzoc islamist agencja associated press zwracac uwaga pierwszy raz cel dzihadyst stac japonczyk wczesnie terrorysc is zamordowac kilka obywatel panstwo zachod ktory przetrzymywac niewola wiele egzekucja byc udokumentowac nagraniach wideo ktory nastepnie islamista zamieszczac internet sciac minuta amerykanow jamesa foleya steena sotloff brytyjczyk daidy haines alany henningo niewola dzihadyst pozostawac min fotoreporter wielki brytania john cantlie ktory pojawic kilka film propagandowy is takze letnia amerykanka uprowadzyc zeszly rok syria personalia zostac utajnic prosba wladza usa ciag ostatni kilka miesiac dzihadysc,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/panstwo-islamskie-przedstawia-nowe-nagranie-z,188,0,1696444.html",militaria
Bitwa o Europe The Times ostrzega Radykalowie zdobywaja poparcie,Francja holandia zorganizowac jutro wybory le pen wilders by wygrac pisac gazeta dodawac radykalny partia zyskiwac tez popularnosc holandia wielki brytania niemczy bitwa europa    tytul komentarz dzisiejszy times dziennik ostrzegac atak paryz polityczny punkt zbijac skrajny prawica caly stary kontynent apelowac mobilizacja europejski centroprawik ktory powstrzymac triumf radykal    Francja holandia zorganizowac jutro wybory le pen wilders by wygrac    pisac gazeta dodawac radykalny partia zyskiwac tez popularnosc holandia wielki brytania niemczech szczegolny rola ten mobilizacja odegrac berlina caly europa partia protest zagrazac pelny samozadowolec status uo mozna pokonac tylko centroprawica wygrac bitwa idea    przekonywac dziennik the timesa przypominac niemiecki kanclerz angelac Merkel namawiac zwolennik swoj partia by odwrocic plecy zwolennik populistyczny antyimigracyjny pegida gazeta przestrzegac taki taktyka jako niewystarczajaca    gniew antyimigracyjny antymuzulmanski prawica rozplynie ot czlowiek kuszoc demagog trzeba zdobyc mocny argument rozwiazanei polityczny    apelowac dziennik przyklad berlina moc by dac zielony,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/bitwa-o-europe-the-times-ostrzega,48,0,1692208.html",militaria
Iran Wiezienie dla kobiety za chec obejrzenia meczu siatkowki mezczyzn,kobieta majaca iranskobrytyjski obywatelstwo zatrzymac teheran pojscie mecz siatkowka mezczyzna amnest international uznac proces skandaliczny mlody kobieta majaca iranskobrytyjski obywatelstwo ktory zatrzymac czerwiec teheran pojscie mecz siatkowka mezczyzna zostac skazac rok wiezienie poinformowac adwokat amnesty international uznac proces skandaliczna brytyjski wladza wyrazic zaniepokojenie zwiazek decyzja iranski sad poinformowac badac uzasadnic orzeczenie kwestia bezstronnosc proces warunki przetrzymywac letni ghonczech ghawa ktory polowa czerwiec przebywac areszt kobieta zostac skazac szerzec propaganda przeciwko wladza zatrzymac czerwiec gdy teheran kolezanka pojsc mecz liga swiatowy iran wloch kilka godzina zwolnic nastepnie ponownie aresztowac pare dzien pozno wrocic komisariat odbior swoj rzecz podawac agencja afp kobieta dzien przetrzymywac wiezienie ewina teheran tydzien pazdziernik prowadzic strajk glodowy zeby zaprotestowac przeciwko aresztowac wobec brak proces wynikac informacja facebook rodzina znajomy prowadzic kampania rzecz uwolnic ponadto pisac afp powolywac brat zatrzymac kobieta rok opuszczac iran skandaliczny,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/iran-wiezienie-dla-kobiety-za-chec,196,0,1650884.html",militaria
Islamisci w Europie Kolejne aresztowania,komunikat policyjny podac wiele miejsce trwac przeszukac jedenascie bosniacki islamist podejrzany udzial walka syria iraku finansowac dzialalnosc terrorystyczny zostac aresztowany czwartek teren caly wiekszosc muzulmanskiy kraj poinformowac zrodlo policyjny sadowy komunikat policyjny podac wiele miejsce trwac przeszukac operacja trwac minuta sarajewa takze miasto zenica kakanj centralny czesc bosnia hercegowin miasto polnoc maglaj ziinika wedlug prokuratura aresztowac osoba podejrzac finansowac dzialalnosc terrorystyczny organizowac grupa terrorystyczny nielegalny przylaczac zagraniczny formacja paramilitarnych wiele podejrzewac udzial walka rok szereg radykalny ugrupowanie terrorystyczny terytorium syria iraku najnowsza antyterrorystyczny akcja bosniacki wladza drugi odslony operacja damaszka przeprowadzyc wrzesien czas ktory zatrzymac islamist piec nadal przebywac areszt bosnie hercegowina kwiecien przyjac nowy prawo przewiduc kara rok wiezienie dzihadysta czlowiek ktory rekrutowac bosniacki sluzba wywiadowcze szacowac okolo obywatel biha walczyc obecnie szereg ugrupowanie dzihadystycznych iraku syria,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/islamisci-w-europie-kolejne-aresztowania,225,0,1657569.html",militaria
Moze i kiepskie ale duzo Rosja zasypuje Ukraine koreanskimi pociskami,podawac the timesa powolywac zrodlo zachodniego wywiad rosja bardzo zalezny bron dostarczany koree polnocny wszyscy wydawac przesylka pjongjang pozwolic,"https://geekweek.interia.pl/militaria/news-moze-i-kiepskie-ale-duzo-rosja-zasypuje-ukraine-koreanskimi,nId,7830092",militaria
Zabici i ranni na wschodzie Ukrainy Gotowosc do wojny,ofiara smiertelny ostrzac bezposredni starcie bilans ostatni doba rejon walka rosnac napiecie czolg przy granica zabity ostrzac bezposredni starcie bilans ostatni doba wschod ukraina wiele ofiara smiertelny byc zaglebie doniecki kilka miesiac    ukrainski sila zbrojny gotowy odparcia atak    raz zlamac porozumienie pokojowy wschod kraj oswiadczyc wczoraj ukrainski prezydent petro poroszenko podczas szczyt przywodca bogaty panstwo swiat wezwac rosja by przestac wspierac separatysta wschod ukraina aktualizacja terrorysc wspierac rosyjski armia ostrzelac rzadowy pozycja donbas az raz trzykrotnie dojsc bezposredni starc sila poinformowac centrum prasowy ukrainski operacja antyterrorystyczny ato wsrod ofiara cywil ukrainski zolnierz najtrudniejsza sytuacja okolica debalcewo wezla kolejowy ktory chciec zdobyc separatysta ostrzeliwac tez ukrainski pozycja okolica miejscowosc stanyczny luganske sztab operacja antyterrorystyczny informowac wzmocniono zdolnosc obronny zolnierz odpierajacy atak bojowkarz doniecki lotnisko poczatek operacja antyterrorystyczny zginac ponad tysiac ukrainski zolnierz niemal tydzien bojowkarz dzialac aktywni wedlug ekspert szykowac szturm pozycja ukrainski kij zapewniac,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/zabici-i-ranni-na-wschodzie-ukrainy-gotowosc,198,0,1658822.html",militaria
