headline,content,url,category
Panika w Szanghaju Coraz wiecej ofiar,wiekszosc ofiara smiertelny student mlody kobieta dziecko prezydent chiny xi jinping zazadac podlegly sluzba czynic moc by wyjasnic przyczyna tragedia pomoc rodzina ofiara smiertelny ranny wiekszosc o,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/panika-w-szanghaju-coraz-wiecej-ofiar,98,0,1686114.html",militaria
Morderstwo w USA Podejrzanego udalo sie odszukac,poszukiwanie mezczyna trwac prawie poltora dzien duzy typ operacja ostatni miesiac pensylwania amerykanski prokuratura potwierdzic cialo znalezic las przedmiescie filadelfia nalezec weterac piechota m,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/morderstwo-w-usa-podejrzanego-udalo-sie,214,0,1678550.html",militaria
Merkel wybrana szefowa CDU po raz osmy Zdobyla 967 proc glosow,60 letnia szefowa partia uzyskac wynik nieznacznie gorszy rekordowy poparcie temu gdy glosowac 979 procent delegat kanclerz niemcy angela merkel zostac wybrac raz osmy przewodniczaca unia chrzescijans,"https://www.money.pl/gospodarka/unia-europejska/wiadomosci/artykul/merkel-wybrana-szefowa-cdu-po-raz-osmy,170,0,1673898.html",militaria
Japonia chce zmiany doktryny wojennej Koniec z pacyfistycza armia,projekt ustawa przygotowac rzad jednakze przeciwko przyjac opowiadac wiekszosc japonczyk japonska opozycja starac dopuscic przyjac nowy prawo dzieki japonski zolnierz raz pierwszy ii wojna swiatowy mo,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/japonia-chce-zmiany-doktryny-wojennej-koniec,243,0,1905651.html",militaria
Szczyt UkrainaUE Spotkanie Junckera i Tuska,ukrainski stolica przyjechac przyjechac przewodniczacy rada europejski donald tusk przewodniczacy komisja jean claude juncker poludnie kijow rozpoczac jednodniowy szczyt ukraina unia europejski ukrain,"https://www.money.pl/gospodarka/unia-europejska/wiadomosci/artykul/szczyt-ukraina-ue-spotkanie-junckera-i-tuska,187,0,1775803.html",militaria
Armia Chin Wysla 700 zolnierzy sil pokojowych do Sudanu Poludniowego,agencja xinhua pisac 180 wojskowy polecio sudan poludniowy styczen pozostaly zolnierz dolaczyc marzec china wysla swoj 700 zolnierz sudanu poludniowy batalion piechota wziac udzial misja pokojowy onz ,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/armia-chin-wysla-700-zolnierzy-sil,5,0,1681669.html",militaria
Misja w Afganistanie Ostatni transport sprzetu w drodze do kraju,zgodnie postanowiec nato misja isaf dobiega kres koniec potem afganski wladza wspierac znacznie malo liczny misja resolute support ostatni zmiana polski zolnierz afganistan wyslac kraj ostatni transpo,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/misja-w-afganistanie-ostatni-transport,249,0,1650681.html",militaria
Chorwacja Pierwsza tura wyborow prezydenckich,wedlug sondaz duzy szansa zwyciestwo choc dopiero drugi tura niedziela chorwacja dzien pierwszy tura wybory prezydencki wedlug sondaz duzy szansa zwyciestwo choc dopiero drugi tura ubiegac reelekcja o,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/chorwacja-pierwsza-tura-wyborow,165,0,1683877.html",militaria
W Hiszpanii atak na siedzibe partii rzadzacej,madryt bezrobotny mezczyzna usilowac wysadzic powietrze glowny siedziba rzadzic hiszpania partia ludowy wjechac hol gmach samochod butl gaz prawdopodobnie material wybuchowy mezczyzna zostac ujety pol,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/w-hiszpanii-atak-na-siedzibe-partii-rzadzacej,210,0,1680594.html",militaria
Wojna w Iraku Oni nie biora jencow,dzihadysca panstwo islamskiego is zabic malo 85 czlonek plemienie albu nimr prowincja al anbar dzihadysca panstwo islamskiego is zabic malo 85 czlonek plemienie albu nimr prowincja al anbar zachod sto,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/wojna-w-iraku-oni-nie-biora-jencow,180,0,1650356.html",militaria
Ukraina chce sankcji wobec Rosji,rada bezpieczenstwo narodowy obrona rbnio ukraina opowiedziec niedziela wprowadzic kij sankcja wobec rosja nasilenie miedzynarodowy nacisk panstwo rada bezpieczenstwo narodowy obrona rbnio ukraina opo,"https://www.money.pl/gospodarka/wiadomosci/artykul/ukraina-chce-sankcji-wobec-rosji,87,0,1699671.html",militaria
Rodziny w Albanii obawiaja sie wendety,zwyczaj siegac xv wiek kanun zezwalac czlonek rod odwet zabojstwo popelnic krewny wynik akt przemoc stawac poczatek wieloletniy cykl niektory czesc albania nadal obowiazywac wendeta zwyczaj siegajacy ,"https://prawo.money.pl/aktualnosci/wiadomosci/artykul/rodziny-w-albanii-obawiaja-sie-wendety,89,0,1668185.html",militaria
